rank,priority_tier,ticker,company,market_country,asset_pool,bfs_depth,module,current_pool,total_score,score_bucket,verification_status,source_priority,primary_sources_to_find,metrics_to_verify,upgrade_conditions,downgrade_conditions,evidence_state,counterevidence,dependency_path,dependency_edge,etf_clue,smart_money_clue
221,P1_d1_d3_followup,000034.SZ,神州数码,A股主板,中国资产池,D2,AI server分销/系统集成/云与算力服务,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / AI收入披露 / 代理品牌结构,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,服务器分销与集成；披露AI相关业务收入线索,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,高收入低毛利搬砖风险；分销业务对汇率/库存敏感,"AI infra demand (seeds: 浪潮信息, 中科曙光, 运营商) → AI server分销/系统集成/云与算力服务",客户边,云计算/算力 ETF (516630/AIQ proxy),公募/北向/陆股通
222,P1_d1_d3_followup,600498.SH,烽火通信,A股主板,中国资产池,D2,光通信系统/光纤光缆/光电子器件,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 光电子器件产品页,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,覆盖光通信系统、光纤光缆、光电子器件三大战略技术,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,运营商招标周期主导；AI数据中心直接拉动需拆分,"AI infra demand (seeds: 中兴通讯, 光迅科技, 运营商) → 光通信系统/光纤光缆/光电子器件",技术边,通信/光通信 ETF (515160/515880),公募/北向/陆股通
223,P1_d1_d3_followup,600522.SH,中天科技,A股主板,中国资产池,D2,光通信/算力网络互联/电力线缆,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 数据中心产品页,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,数据中心建设与算力网络互联；通信支撑数据中心建设,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,海缆/电力线缆周期；AI数据中心直接收入占比待拆分,"AI infra demand (seeds: 亨通光电, 长飞光纤, 运营商) → 光通信/算力网络互联/电力线缆",技术边,通信/光通信 ETF (515160/515880),公募/北向/陆股通
224,P1_d1_d3_followup,603936.SH,博敏电子,A股主板,中国资产池,D2,AI server PCB/高层板/超算PCB,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 高层板产品页 / 客户认证,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,AI服务器与超算高端PCB技术突破；攻克24/26层超高层高精密PCB及AI服务器主板核心技术,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,高层板良率与产能爬坡风险；客户进入主流AI server BOM需要验证,"AI infra demand (seeds: 沪电股份, 崇达技术, 深南电路) → AI server PCB/高层板/超算PCB",BOM边,通信/电子/PCB ETF (515260/512480),公募/北向/陆股通
225,P1_d1_d3_followup,600601.SH,方正科技,A股主板,中国资产池,D2,PCB/交换机/光模块/AI服务器,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 客户结构 / 产品类别收入,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,PCB产品应用于通讯设备、交换机、光模块、AI服务器,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,公司经营存在历史问题；需核验AI server PCB实际占比,"AI infra demand (seeds: 沪电股份, 深南电路, 崇达技术) → PCB/交换机/光模块/AI服务器",BOM边,通信/电子/PCB ETF (515260/512480),公募/北向/陆股通
226,P1_d1_d3_followup,002050.SZ,三花智控,A股主板,中国资产池,D2,液冷CDU部件/热管理/PUE,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / CDU产品页 / 客户认证,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,商用液冷CDU核心部件升级；数据中心PUE场景,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,新能源车热管理仍主业；数据中心收入占比尚低,"AI infra demand (seeds: 英维克, 佳力图, 银轮股份) → 液冷CDU部件/热管理/PUE",BOM边,数据中心/液冷主题 ETF (516000),公募/北向/陆股通
227,P1_d1_d3_followup,002011.SZ,盾安环境,A股主板,中国资产池,D2,液冷系统阀件/换热器/微通道,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 液冷阀件产品页 / 客户合同,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,推进数据中心液冷技术及项目；制冷阀件、微通道换热器用于液冷散热,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,家电制冷主业占比高；数据中心新业务利润贡献尚小,"AI infra demand (seeds: 英维克, 佳力图, 三花智控) → 液冷系统阀件/换热器/微通道",BOM边,数据中心/液冷主题 ETF (516000),公募/北向/陆股通
228,P1_d1_d3_followup,600481.SH,双良节能,A股主板,中国资产池,D2,数据中心循环水冷却/空冷系统,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 空冷系统产品页,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,数据中心基础建设需要大量循环水冷却设备；空冷系统技术与客户积累,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,光伏硅片业务拖累；数据中心收入占比待核验,"AI infra demand (seeds: 英维克, 佳力图, 冰轮环境) → 数据中心循环水冷却/空冷系统",BOM边,数据中心/液冷主题 ETF (516000),公募/北向/陆股通
229,P1_d1_d3_followup,603290.SH,斯达半导,A股主板,中国资产池,D2,服务器电源/数据中心功率器件/IGBT/SiC/GaN,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年半年度报告 / 客户认证资料 / 产品规格页,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,产品已批量用于服务器电源及数据中心设备；开发下一代AI服务器电源IGBT/SiC/GaN,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,EV车规IGBT价格战；产能扩张折旧压力,"AI infra demand (seeds: 中恒电气, 麦格米特, 良信股份) → 服务器电源/数据中心功率器件/IGBT/SiC/GaN",BOM边,电力设备 ETF (516950/515030),公募/北向/陆股通
230,P1_d1_d3_followup,601208.SH,东材科技,A股主板,中国资产池,D2,高速电子树脂/CCL上游材料,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年半年度报告 / 高速树脂产品页 / 客户认证,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,高速电子树脂等材料受人工智能、算力升级带动,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,电子树脂工艺壁垒下沉；定价压力来自下游CCL,"AI infra demand (seeds: 生益科技, 华正新材, 鹏鼎控股) → 高速电子树脂/CCL上游材料",BOM边,通信/电子/PCB ETF (515260/512480),公募/北向/陆股通
231,P1_d1_d3_followup,600206.SH,有研新材,A股主板,中国资产池,D2,半导体靶材/先进封装材料/12英寸晶圆配套,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 靶材认证资料 / 客户中标公告,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,高纯金属靶材、先进封装材料、12英寸晶圆生产线应用,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,金属价格波动；先进封装客户认证慢,"AI infra demand (seeds: 雅克科技, 至纯科技, 北方华创) → 半导体靶材/先进封装材料/12英寸晶圆配套",BOM边,半导体材料/设备 ETF (512760/516920),公募/北向/陆股通
232,P1_d1_d3_followup,600378.SH,昊华科技,A股主板,中国资产池,D2,电子特气/含氟电子化学品,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 电子特气客户清单 / 产品规格,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,电子化学品业务以含氟电子特气为核心,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,化工景气波动；电子特气在公司总营收占比待核验,"AI infra demand (seeds: 雅克科技, 凯美特气, 巨化股份) → 电子特气/含氟电子化学品",BOM边,半导体材料/设备 ETF (512760/516920),公募/北向/陆股通
233,P1_d1_d3_followup,603078.SH,江化微,A股主板,中国资产池,D2,湿电子化学品/半导体工艺材料,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 客户认证 / 半导体收入占比,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,湿电子化学品配套平板显示、半导体、LED、太阳能,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,半导体级湿化学品认证慢；同行竞争(德邦/兴福)激烈,"AI infra demand (seeds: 至纯科技, 雅克科技, 凯美特气) → 湿电子化学品/半导体工艺材料",BOM边,半导体材料/设备 ETF (512760/516920),公募/北向/陆股通
